wav	labels
./data/event_audio_16k/step/stepCity04.wav	step
./data/event_audio_16k/step/stepCity03.wav	step
./data/event_audio_16k/step/stepCity02.wav	step
./data/event_audio_16k/step/stepCity01.wav	step
./data/event_audio_16k/step/stepPark08.wav	step
./data/event_audio_16k/step/stepPark07.wav	step
./data/event_audio_16k/step/stepPark06.wav	step
./data/event_audio_16k/step/stepPark05.wav	step
./data/event_audio_16k/step/stepPark04.wav	step
./data/event_audio_16k/stopcar/stopCar04.wav	stopcar
./data/event_audio_16k/stopcar/stopCar05.wav	stopcar
./data/event_audio_16k/stopcar/stopCar06.wav	stopcar
./data/event_audio_16k/stopcar/stopCar07.wav	stopcar
./data/event_audio_16k/stopcar/stopCar08.wav	stopcar
./data/event_audio_16k/train/train01.wav	train
./data/event_audio_16k/train/train02.wav	train
./data/event_audio_16k/train/train04.wav	train
./data/event_audio_16k/train/train05.wav	train
./data/event_audio_16k/train/train06.wav	train
./data/event_audio_16k/truck/truck01.wav	truck
./data/event_audio_16k/truck/truck02.wav	truck
./data/event_audio_16k/truck/truck03.wav	truck
