wav	labels
./data/event_04s_audio_16k/bird/bird10_5.wav	bird
./data/event_04s_audio_16k/bird/bird08_30.wav	bird
./data/event_04s_audio_16k/bird/bird12_44.wav	bird
./data/event_04s_audio_16k/bird/bird11_29.wav	bird
./data/event_04s_audio_16k/bird/bird10_1.wav	bird
./data/event_04s_audio_16k/bird/bird12_50.wav	bird
./data/event_04s_audio_16k/bird/bird15_59.wav	bird
./data/event_04s_audio_16k/bird/bird08_24.wav	bird
./data/event_04s_audio_16k/bird/bird12_3.wav	bird
./data/event_04s_audio_16k/bird/bird11_15.wav	bird
./data/event_04s_audio_16k/bird/bird08_34.wav	bird
./data/event_04s_audio_16k/bird/bird08_20.wav	bird
./data/event_04s_audio_16k/bird/bird01_10.wav	bird
./data/event_04s_audio_16k/bird/bird01_9.wav	bird
./data/event_04s_audio_16k/bird/bird04_18.wav	bird
./data/event_04s_audio_16k/bird/bird13_16.wav	bird
./data/event_04s_audio_16k/bird/bird12_56.wav	bird
./data/event_04s_audio_16k/bird/bird12_42.wav	bird
./data/event_04s_audio_16k/bird/bird12_5.wav	bird
./data/event_04s_audio_16k/bird/bird08_32.wav	bird
./data/event_04s_audio_16k/bird/bird16_1.wav	bird
./data/event_04s_audio_16k/bird/bird07_9.wav	bird
./data/event_04s_audio_16k/bird/bird11_12.wav	bird
./data/event_04s_audio_16k/bird/bird09_7.wav	bird
./data/event_04s_audio_16k/bird/bird09_6.wav	bird
./data/event_04s_audio_16k/bird/bird07_8.wav	bird
./data/event_04s_audio_16k/bird/bird04_26.wav	bird
./data/event_04s_audio_16k/bird/bird12_43.wav	bird
./data/event_04s_audio_16k/bird/bird12_4.wav	bird
./data/event_04s_audio_16k/bird/bird13_17.wav	bird
./data/event_04s_audio_16k/bird/bird10_6.wav	bird
./data/event_04s_audio_16k/bird/bird16_0.wav	bird
./data/event_04s_audio_16k/bird/bird04_27.wav	bird
./data/event_04s_audio_16k/bird/bird12_57.wav	bird
./data/event_04s_audio_16k/bird/bird08_33.wav	bird
./data/event_04s_audio_16k/bird/bird11_10.wav	bird
./data/event_04s_audio_16k/bird/bird08_19.wav	bird
./data/event_04s_audio_16k/bird/bird08_25.wav	bird
./data/event_04s_audio_16k/bird/bird08_31.wav	bird
./data/event_04s_audio_16k/bird/bird08_27.wav	bird
./data/event_04s_audio_16k/bird/bird10_4.wav	bird
./data/event_04s_audio_16k/bird/bird12_55.wav	bird
./data/event_04s_audio_16k/bird/bird12_6.wav	bird
./data/event_04s_audio_16k/bird/bird15_48.wav	bird
./data/event_04s_audio_16k/bird/bird12_41.wav	bird
./data/event_04s_audio_16k/bird/bird13_15.wav	bird
./data/event_04s_audio_16k/bird/bird05_8.wav	bird
./data/event_04s_audio_16k/bird/bird14_1.wav	bird
./data/event_04s_audio_16k/bird/bird04_24.wav	bird
./data/event_04s_audio_16k/bird/bird04_25.wav	bird
./data/event_04s_audio_16k/bird/bird09_5.wav	bird
./data/event_04s_audio_16k/bird/bird13_29.wav	bird
./data/event_04s_audio_16k/bird/bird16_2.wav	bird
./data/event_04s_audio_16k/bird/bird04_30.wav	bird
./data/event_04s_audio_16k/bird/bird08_26.wav	bird
./data/event_04s_audio_16k/bird/bird11_13.wav	bird
./data/event_04s_audio_16k/bird/bird10_7.wav	bird
./data/event_04s_audio_16k/bird/bird13_43.wav	bird
./data/event_04s_audio_16k/bird/bird04_2.wav	bird
./data/event_04s_audio_16k/bird/bird15_22.wav	bird
./data/event_04s_audio_16k/bird/bird15_36.wav	bird
./data/event_04s_audio_16k/bird/bird15_20.wav	bird
./data/event_04s_audio_16k/bird/bird13_57.wav	bird
./data/event_04s_audio_16k/bird/bird06_0.wav	bird
./data/event_04s_audio_16k/bird/bird15_8.wav	bird
./data/event_04s_audio_16k/bird/bird12_15.wav	bird
./data/event_04s_audio_16k/bird/bird04_0.wav	bird
./data/event_04s_audio_16k/bird/bird02_10.wav	bird
./data/event_04s_audio_16k/bird/bird09_19.wav	bird
./data/event_04s_audio_16k/bird/bird12_29.wav	bird
./data/event_04s_audio_16k/bird/bird06_2.wav	bird
./data/event_04s_audio_16k/bird/bird13_41.wav	bird
./data/event_04s_audio_16k/bird/bird02_6.wav	bird
./data/event_04s_audio_16k/bird/bird07_34.wav	bird
./data/event_04s_audio_16k/bird/bird13_55.wav	bird
./data/event_04s_audio_16k/bird/bird15_34.wav	bird
./data/event_04s_audio_16k/bird/bird07_20.wav	bird
./data/event_04s_audio_16k/bird/bird09_25.wav	bird
./data/event_04s_audio_16k/bird/bird17_19.wav	bird
./data/event_04s_audio_16k/bird/bird17_25.wav	bird
./data/event_04s_audio_16k/bird/bird17_18.wav	bird
./data/event_04s_audio_16k/bird/bird10_11.wav	bird
./data/event_04s_audio_16k/bird/bird17_24.wav	bird
./data/event_04s_audio_16k/bird/bird17_30.wav	bird
./data/event_04s_audio_16k/bird/bird07_21.wav	bird
./data/event_04s_audio_16k/bird/bird09_24.wav	bird
./data/event_04s_audio_16k/bird/bird07_35.wav	bird
./data/event_04s_audio_16k/bird/bird17_31.wav	bird
./data/event_04s_audio_16k/bird/bird10_10.wav	bird
./data/event_04s_audio_16k/bird/bird13_54.wav	bird
./data/event_04s_audio_16k/bird/bird09_18.wav	bird
./data/event_04s_audio_16k/bird/bird04_1.wav	bird
./data/event_04s_audio_16k/bird/bird06_3.wav	bird
./data/event_04s_audio_16k/bird/bird12_14.wav	bird
./data/event_04s_audio_16k/bird/bird15_21.wav	bird
./data/event_04s_audio_16k/bird/bird13_40.wav	bird
./data/event_04s_audio_16k/bird/bird02_7.wav	bird
./data/event_04s_audio_16k/bird/bird15_35.wav	bird
./data/event_04s_audio_16k/bird/bird15_9.wav	bird
./data/event_04s_audio_16k/bird/bird12_28.wav	bird
./data/event_04s_audio_16k/bird/bird12_31.wav	bird
./data/event_04s_audio_16k/bird/bird12_10.wav	bird
./data/event_04s_audio_16k/bird/bird09_20.wav	bird
./data/event_04s_audio_16k/bird/bird04_5.wav	bird
./data/event_04s_audio_16k/bird/bird02_3.wav	bird
./data/event_04s_audio_16k/bird/bird07_31.wav	bird
./data/event_04s_audio_16k/bird/bird07_19.wav	bird
./data/event_04s_audio_16k/bird/bird15_19.wav	bird
./data/event_04s_audio_16k/bird/bird15_25.wav	bird
./data/event_04s_audio_16k/bird/bird13_44.wav	bird
./data/event_04s_audio_16k/bird/bird07_25.wav	bird
./data/event_04s_audio_16k/bird/bird17_35.wav	bird
./data/event_04s_audio_16k/bird/bird10_29.wav	bird
./data/event_04s_audio_16k/bird/bird17_34.wav	bird
./data/event_04s_audio_16k/bird/bird10_28.wav	bird
./data/event_04s_audio_16k/bird/bird13_50.wav	bird
./data/event_04s_audio_16k/bird/bird11_9.wav	bird
./data/event_04s_audio_16k/bird/bird17_21.wav	bird
./data/event_04s_audio_16k/bird/bird07_24.wav	bird
./data/event_04s_audio_16k/bird/bird11_8.wav	bird
./data/event_04s_audio_16k/bird/bird13_51.wav	bird
./data/event_04s_audio_16k/bird/bird10_15.wav	bird
./data/event_04s_audio_16k/bird/bird17_20.wav	bird
./data/event_04s_audio_16k/bird/bird10_14.wav	bird
./data/event_04s_audio_16k/bird/bird02_2.wav	bird
./data/event_04s_audio_16k/bird/bird07_18.wav	bird
./data/event_04s_audio_16k/bird/bird04_4.wav	bird
./data/event_04s_audio_16k/bird/bird12_39.wav	bird
./data/event_04s_audio_16k/bird/bird15_30.wav	bird
./data/event_04s_audio_16k/bird/bird07_30.wav	bird
./data/event_04s_audio_16k/bird/bird09_21.wav	bird
./data/event_04s_audio_16k/bird/bird15_18.wav	bird
./data/event_04s_audio_16k/bird/bird06_6.wav	bird
./data/event_04s_audio_16k/bird/bird15_24.wav	bird
./data/event_04s_audio_16k/bird/bird13_45.wav	bird
./data/event_04s_audio_16k/bird/bird12_11.wav	bird
./data/event_04s_audio_16k/bird/bird08_9.wav	bird
./data/event_04s_audio_16k/bird/bird15_32.wav	bird
./data/event_04s_audio_16k/bird/bird12_13.wav	bird
./data/event_04s_audio_16k/bird/bird09_23.wav	bird
./data/event_04s_audio_16k/bird/bird07_26.wav	bird
./data/event_04s_audio_16k/bird/bird04_6.wav	bird
./data/event_04s_audio_16k/bird/bird15_26.wav	bird
./data/event_04s_audio_16k/bird/bird13_53.wav	bird
./data/event_04s_audio_16k/bird/bird13_47.wav	bird
./data/event_04s_audio_16k/bird/bird02_0.wav	bird
./data/event_04s_audio_16k/bird/bird06_4.wav	bird
./data/event_04s_audio_16k/bird/bird10_16.wav	bird
./data/event_04s_audio_16k/bird/bird07_32.wav	bird
./data/event_04s_audio_16k/bird/bird10_17.wav	bird
./data/event_04s_audio_16k/bird/bird13_9.wav	bird
./data/event_04s_audio_16k/bird/bird17_36.wav	bird
./data/event_04s_audio_16k/bird/bird13_46.wav	bird
./data/event_04s_audio_16k/bird/bird17_37.wav	bird
./data/event_04s_audio_16k/bird/bird13_8.wav	bird
./data/event_04s_audio_16k/bird/bird17_23.wav	bird
./data/event_04s_audio_16k/bird/bird07_33.wav	bird
./data/event_04s_audio_16k/bird/bird07_27.wav	bird
./data/event_04s_audio_16k/bird/bird02_1.wav	bird
./data/event_04s_audio_16k/bird/bird09_22.wav	bird
./data/event_04s_audio_16k/bird/bird17_22.wav	bird
./data/event_04s_audio_16k/bird/bird13_52.wav	bird
./data/event_04s_audio_16k/bird/bird04_7.wav	bird
./data/event_04s_audio_16k/bird/bird15_37.wav	bird
./data/event_04s_audio_16k/bird/bird12_16.wav	bird
./data/event_04s_audio_16k/bird/bird15_23.wav	bird
./data/event_04s_audio_16k/bird/bird04_3.wav	bird
./data/event_04s_audio_16k/bird/bird06_1.wav	bird
./data/event_04s_audio_16k/bird/bird17_9.wav	bird
./data/event_04s_audio_16k/bird/bird13_56.wav	bird
./data/event_04s_audio_16k/bird/bird07_23.wav	bird
./data/event_04s_audio_16k/bird/bird15_27.wav	bird
./data/event_04s_audio_16k/bird/bird06_5.wav	bird
./data/event_04s_audio_16k/bird/bird15_33.wav	bird
./data/event_04s_audio_16k/bird/bird17_32.wav	bird
./data/event_04s_audio_16k/bird/bird17_26.wav	bird
./data/event_04s_audio_16k/bird/bird10_13.wav	bird
./data/event_04s_audio_16k/bird/bird17_27.wav	bird
./data/event_04s_audio_16k/bird/bird12_12.wav	bird
./data/event_04s_audio_16k/bird/bird02_13.wav	bird
./data/event_04s_audio_16k/bird/bird02_5.wav	bird
./data/event_04s_audio_16k/bird/bird09_26.wav	bird
./data/event_04s_audio_16k/bird/bird09_27.wav	bird
./data/event_04s_audio_16k/bird/bird10_12.wav	bird
./data/event_04s_audio_16k/bird/bird02_4.wav	bird
./data/event_04s_audio_16k/bird/bird13_42.wav	bird
./data/event_04s_audio_16k/bird/bird07_37.wav	bird
./data/event_04s_audio_16k/bird/bird17_33.wav	bird
./data/event_04s_audio_16k/bird/bird07_36.wav	bird
./data/event_04s_audio_16k/bird/bird17_8.wav	bird
./data/event_04s_audio_16k/bird/bird07_22.wav	bird
./data/event_04s_audio_16k/bird/bird02_12.wav	bird
./data/event_04s_audio_16k/bird/bird12_17.wav	bird
./data/event_04s_audio_16k/bird/bird04_11.wav	bird
./data/event_04s_audio_16k/bird/bird13_20.wav	bird
./data/event_04s_audio_16k/bird/bird07_41.wav	bird
./data/event_04s_audio_16k/bird/bird18_4.wav	bird
./data/event_04s_audio_16k/bird/bird11_19.wav	bird
./data/event_04s_audio_16k/bird/bird04_10.wav	bird
./data/event_04s_audio_16k/bird/bird13_34.wav	bird
./data/event_04s_audio_16k/bird/bird11_25.wav	bird
./data/event_04s_audio_16k/bird/bird15_41.wav	bird
./data/event_04s_audio_16k/bird/bird08_10.wav	bird
./data/event_04s_audio_16k/bird/bird12_48.wav	bird
./data/event_04s_audio_16k/bird/bird15_55.wav	bird
./data/event_04s_audio_16k/bird/bird03_7.wav	bird
./data/event_04s_audio_16k/bird/bird08_38.wav	bird
./data/event_04s_audio_16k/bird/bird01_5.wav	bird
./data/event_04s_audio_16k/bird/bird08_12.wav	bird
./data/event_04s_audio_16k/bird/bird01_7.wav	bird
./data/event_04s_audio_16k/bird/bird15_57.wav	bird
./data/event_04s_audio_16k/bird/bird12_60.wav	bird
./data/event_04s_audio_16k/bird/bird15_43.wav	bird
./data/event_04s_audio_16k/bird/bird13_22.wav	bird
./data/event_04s_audio_16k/bird/bird07_43.wav	bird
./data/event_04s_audio_16k/bird/bird07_1.wav	bird
./data/event_04s_audio_16k/bird/bird13_36.wav	bird
./data/event_04s_audio_16k/bird/bird12_62.wav	bird
./data/event_04s_audio_16k/bird/bird11_27.wav	bird
./data/event_04s_audio_16k/bird/bird05_3.wav	bird
./data/event_04s_audio_16k/bird/bird17_52.wav	bird
./data/event_04s_audio_16k/bird/bird17_46.wav	bird
./data/event_04s_audio_16k/bird/bird04_13.wav	bird
./data/event_04s_audio_16k/bird/bird03_5.wav	bird
./data/event_04s_audio_16k/bird/bird18_6.wav	bird
./data/event_04s_audio_16k/bird/bird04_12.wav	bird
./data/event_04s_audio_16k/bird/bird17_53.wav	bird
./data/event_04s_audio_16k/bird/bird13_37.wav	bird
./data/event_04s_audio_16k/bird/bird17_47.wav	bird
./data/event_04s_audio_16k/bird/bird07_0.wav	bird
./data/event_04s_audio_16k/bird/bird13_23.wav	bird
./data/event_04s_audio_16k/bird/bird03_4.wav	bird
./data/event_04s_audio_16k/bird/bird11_26.wav	bird
./data/event_04s_audio_16k/citycar/cityCar22_35.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar22_21.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar22_7.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_43.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar26_46.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_57.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar03_13.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar02_2.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar11_8.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_80.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar13_16.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar24_1.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar04_26.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar22_36.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar25_29.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar22_20.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar26_1.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar13_8.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar25_17.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar26_3.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar25_15.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar22_34.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar04_30.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar22_22.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar04_24.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar03_39.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_69.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_55.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar02_0.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_41.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar26_44.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar03_11.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar04_18.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar13_14.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar14_21.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar13_28.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar24_3.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar14_35.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar28_82.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar11_39.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar19_3.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar24_41.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar18_21.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar16_24.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar16_30.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar18_35.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar11_11.wav	citycar
./data/event_04s_audio_16k/citycar/cityCar06_4.wav	citycar
